param_name,param_value,band_4,band_6
r2,0.3268399903564751,0.602331,0.609433
r2,0.3269404928690379,0.602487,0.609546
r2,0.32704099538160075,0.602644,0.609659
r2,0.3271414978941635,0.6028,0.609772
r2,0.32724200040672635,0.602957,0.609886
r2,0.3273425029192892,0.603114,0.609999
r2,0.327443005431852,0.603272,0.610112
r2,0.3275435079444148,0.60343,0.610225
r2,0.3276440104569776,0.603588,0.610338
r2,0.32774451296954044,0.603746,0.610451
r2,0.32784501548210326,0.603905,0.610564
r2,0.32794551799466604,0.604064,0.610677
r2,0.32804602050722886,0.604223,0.610789
r2,0.3281465230197917,0.604381,0.610902
r2,0.3282470255323545,0.60454,0.611016
r2,0.3283475280449173,0.604699,0.61113
r2,0.3284480305574801,0.604858,0.611244
r2,0.32854853307004295,0.605017,0.611359
r2,0.3286490355826058,0.605176,0.611473
r2,0.32874953809516855,0.605335,0.611588
r2,0.3288500406077314,0.605495,0.611703
r2,0.3289505431202942,0.605654,0.611819
r2,0.32905104563285703,0.605814,0.611934
r2,0.3291515481454198,0.605974,0.61205
r2,0.32925205065798263,0.606133,0.612166
r2,0.32935255317054546,0.606294,0.612282
r2,0.3294530556831083,0.606455,0.612398
r2,0.32955355819567106,0.606617,0.612514
r2,0.3296540607082339,0.606778,0.61263
r2,0.3297545632207967,0.606939,0.612747
r2,0.32985506573335954,0.6071,0.612864
r2,0.3299555682459223,0.607263,0.612981
r2,0.33005607075848514,0.607425,0.613098
r2,0.33015657327104797,0.607589,0.613216
r2,0.3302570757836108,0.607753,0.613334
r2,0.33035757829617357,0.607917,0.613451
r2,0.3304580808087364,0.608082,0.613569
r2,0.3305585833212992,0.608248,0.613687
r2,0.33065908583386205,0.608412,0.613805
r2,0.3307595883464248,0.608579,0.613923
r2,0.33086009085898765,0.608746,0.614042
r2,0.3309605933715505,0.608912,0.61416
r2,0.3310610958841133,0.609079,0.614278
r2,0.3311615983966761,0.609246,0.614396
r2,0.3312621009092389,0.609413,0.614514
r2,0.33136260342180174,0.60958,0.614632
r2,0.33146310593436457,0.609748,0.61475
r2,0.33156360844692734,0.609916,0.614868
r2,0.33166411095949017,0.610084,0.614985
r2,0.331764613472053,0.610253,0.615103
r2,0.3318651159846158,0.610421,0.61522
r2,0.3319656184971786,0.61059,0.615337
r2,0.3320661210097414,0.610759,0.615454
r2,0.33216662352230425,0.610928,0.615571
r2,0.3322671260348671,0.611097,0.615687
r2,0.33236762854742985,0.611267,0.615803
r2,0.3324681310599927,0.611436,0.61592
r2,0.3325686335725555,0.611605,0.616036
r2,0.33266913608511833,0.611774,0.616152
r2,0.3327696385976811,0.611943,0.616268
r2,0.33287014111024393,0.612113,0.616384
r2,0.33297064362280676,0.612283,0.616499
r2,0.3330711461353696,0.612453,0.616615
r2,0.33317164864793236,0.612623,0.616732
r2,0.3332721511604952,0.612794,0.616848
r2,0.333372653673058,0.612965,0.616964
r2,0.33347315618562084,0.613137,0.617081
r2,0.3335736586981837,0.613309,0.617197
r2,0.33367416121074644,0.613482,0.617314
r2,0.3337746637233093,0.613654,0.617431
r2,0.3338751662358721,0.613827,0.617548
r2,0.33397566874843493,0.614001,0.617665
r2,0.3340761712609977,0.614174,0.617782
r2,0.33417667377356053,0.614348,0.617899
r2,0.33427717628612336,0.614522,0.618016
r2,0.3343776787986862,0.614696,0.618134
r2,0.33447818131124896,0.61487,0.618252
r2,0.3345786838238118,0.615045,0.618369
r2,0.3346791863363746,0.61522,0.618487
r2,0.33477968884893744,0.615395,0.618605
r2,0.3348801913615002,0.61557,0.618722
