param_name,param_value,band_5,band_6,band_7
r2,0.13659318637274548,0.697171,0.724952,0.725019
r2,0.1370013496380516,0.697095,0.723068,0.723126
r2,0.13740951290335773,0.697019,0.721191,0.721238
r2,0.13781767616866386,0.696943,0.719319,0.719354
r2,0.13822583943396996,0.696866,0.717458,0.717479
r2,0.1386340026992761,0.69679,0.715604,0.715611
r2,0.13904216596458221,0.696714,0.713747,0.713758
r2,0.13945032922988834,0.696637,0.71189,0.71192
r2,0.13985849249519447,0.69656,0.710038,0.710089
r2,0.1402666557605006,0.696483,0.708204,0.708267
r2,0.1406748190258067,0.696405,0.70639,0.706459
r2,0.14108298229111282,0.696326,0.704589,0.704658
r2,0.14149114555641895,0.696247,0.702797,0.702865
r2,0.14189930882172508,0.696167,0.701017,0.701081
r2,0.1423074720870312,0.696086,0.699246,0.699306
r2,0.14271563535233733,0.696005,0.697484,0.697537
r2,0.14312379861764343,0.695732,0.695776,0.695923
r2,0.14353196188294956,0.693987,0.694024,0.69584
r2,0.1439401251482557,0.692248,0.692275,0.695756
r2,0.14434828841356181,0.690518,0.690534,0.695671
r2,0.14475645167886794,0.688796,0.688803,0.695586
r2,0.14516461494417407,0.687076,0.687079,0.6955
r2,0.14557277820948017,0.685357,0.68537,0.695412
r2,0.1459809414747863,0.683647,0.683668,0.695324
r2,0.14638910474009242,0.681939,0.681972,0.695234
r2,0.14679726800539855,0.680241,0.680283,0.695144
r2,0.14720543127070468,0.678554,0.6786,0.695055
r2,0.1476135945360108,0.676872,0.676922,0.694965
r2,0.1480217578013169,0.675199,0.67525,0.694874
r2,0.14842992106662303,0.673533,0.673585,0.694783
r2,0.14883808433192916,0.671875,0.671924,0.694691
r2,0.1492462475972353,0.670223,0.67027,0.694598
r2,0.14965441086254141,0.668578,0.66862,0.694504
r2,0.15006257412784754,0.666942,0.666977,0.694409
r2,0.15047073739315364,0.665309,0.665339,0.694313
r2,0.15087890065845977,0.663686,0.663707,0.694216
r2,0.1512870639237659,0.662069,0.662081,0.694118
r2,0.15169522718907202,0.660458,0.660459,0.694018
r2,0.15210339045437815,0.658843,0.658854,0.693918
r2,0.15251155371968428,0.657231,0.657256,0.693816
r2,0.1529197169849904,0.655625,0.655665,0.693712
r2,0.1533278802502965,0.654024,0.654079,0.693607
r2,0.15373604351560263,0.652445,0.652506,0.693499
r2,0.15414420678090876,0.650876,0.650939,0.693389
r2,0.1545523700462149,0.649318,0.649382,0.693275
r2,0.15496053331152101,0.647769,0.64783,0.69316
r2,0.15536869657682711,0.646228,0.646286,0.693042
r2,0.15577685984213324,0.644693,0.644747,0.692922
r2,0.15618502310743937,0.643167,0.643215,0.692799
r2,0.1565931863727455,0.641648,0.641691,0.692674
