param_name,param_value,band_3,band_5
r2,0.06191978073100688,0.434309,0.442725
r2,0.06297241230995425,0.435997,0.443502
r2,0.06402504388890162,0.43771,0.444298
r2,0.06507767546784898,0.439439,0.445111
r2,0.06613030704679636,0.441188,0.445946
r2,0.06718293862574372,0.442977,0.446808
r2,0.06823557020469109,0.4448,0.447699
r2,0.06928820178363845,0.44663,0.448616
r2,0.07034083336258583,0.448462,0.449549
r2,0.07139346494153319,0.450311,0.450507
r2,0.07244609652048056,0.451459,0.452193
r2,0.07349872809942792,0.452474,0.454105
r2,0.0745513596783753,0.453529,0.456042
r2,0.07560399125732267,0.454617,0.457997
r2,0.07665662283627003,0.455744,0.459982
r2,0.07770925441521741,0.456882,0.461964
r2,0.07876188599416477,0.458058,0.463962
r2,0.07981451757311214,0.459275,0.465985
r2,0.0808671491520595,0.460517,0.468013
r2,0.08191978073100688,0.46179,0.470059
