param_name,param_value,band_3,band_5
r2,0.07030930881143582,0.454986,0.463902
r2,0.0713619403903832,0.456953,0.464893
r2,0.07241457196933056,0.458957,0.465923
r2,0.07346720354827793,0.460996,0.466986
r2,0.07451983512722529,0.463065,0.468075
r2,0.07557246670617267,0.465154,0.46919
r2,0.07662509828512003,0.467277,0.47034
r2,0.0776777298640674,0.469402,0.471528
r2,0.07873036144301476,0.471543,0.472755
r2,0.07978299302196214,0.473715,0.474018
r2,0.0808356246009095,0.475255,0.475894
r2,0.08188825617985687,0.476573,0.478095
r2,0.08294088775880423,0.477932,0.480331
r2,0.08399351933775161,0.479343,0.482598
r2,0.08504615091669898,0.480823,0.484904
r2,0.08609878249564634,0.482354,0.48723
r2,0.0871514140745937,0.483899,0.489543
r2,0.08820404565354108,0.485485,0.49187
r2,0.08925667723248845,0.487146,0.494237
r2,0.09030930881143581,0.488857,0.496623
