param_name,param_value,band_8,band_10
r2,0.2457087493193959,0.660742,0.661042
r2,0.2460535769056028,0.660929,0.661136
r2,0.2463984044918097,0.661102,0.661189
r2,0.2467432320780166,0.661213,0.661284
r2,0.24708805966422348,0.661261,0.661448
r2,0.2474328872504304,0.661292,0.661627
r2,0.2477777148366373,0.661335,0.661843
r2,0.24812254242284418,0.661357,0.662025
r2,0.2484673700090511,0.661376,0.662205
r2,0.24881219759525797,0.661397,0.662393
r2,0.24915702518146488,0.661414,0.662578
r2,0.24950185276767176,0.661432,0.662769
r2,0.24984668035387866,0.661448,0.662956
r2,0.25019150794008554,0.661465,0.663177
r2,0.25053633552629245,0.661492,0.66346
r2,0.25088116311249936,0.661513,0.663668
r2,0.25122599069870627,0.661526,0.663864
r2,0.2515708182849131,0.661537,0.664054
r2,0.25191564587112003,0.661559,0.664278
r2,0.25226047345732694,0.661629,0.664627
r2,0.25260530104353385,0.661641,0.664825
r2,0.25295012862974076,0.661652,0.66501
r2,0.2532949562159476,0.661663,0.665206
r2,0.2536397838021545,0.66168,0.66547
r2,0.2539846113883614,0.661693,0.665674
r2,0.25432943897456833,0.661703,0.665865
r2,0.25467426656077524,0.661714,0.666061
r2,0.2550190941469821,0.661724,0.666259
r2,0.255363921733189,0.661734,0.666459
r2,0.2557087493193959,0.661749,0.666672
