param_name,param_value,band_3,band_5
r2,0.14901803607214428,0.647813,0.68446
r2,0.1494261993374504,0.647781,0.682816
r2,0.14983436260275654,0.64775,0.681176
r2,0.15024252586806267,0.64772,0.67954
r2,0.15065068913336876,0.64769,0.677908
r2,0.1510588523986749,0.647661,0.676279
r2,0.15146701566398102,0.647634,0.674668
r2,0.15187517892928715,0.647607,0.673073
r2,0.15228334219459327,0.647582,0.671485
r2,0.1526915054598994,0.647558,0.669906
r2,0.1530996687252055,0.647534,0.668334
r2,0.15350783199051163,0.647511,0.666771
r2,0.15391599525581776,0.647489,0.665211
r2,0.15432415852112388,0.647468,0.663661
r2,0.15473232178643,0.647448,0.662113
r2,0.15514048505173614,0.647428,0.660572
r2,0.15554864831704224,0.647408,0.659047
r2,0.15595681158234836,0.64739,0.657517
r2,0.1563649748476545,0.647374,0.656008
r2,0.15677313811296062,0.647358,0.654508
r2,0.15718130137826675,0.647344,0.653016
r2,0.15758946464357287,0.64733,0.651531
r2,0.15799762790887897,0.647317,0.650053
r2,0.1584057911741851,0.647304,0.64858
r2,0.15881395443949123,0.646995,0.647292
r2,0.15922211770479736,0.645523,0.64728
r2,0.15963028097010348,0.644059,0.647269
r2,0.1600384442354096,0.6426,0.647259
r2,0.1604466075007157,0.641148,0.647249
r2,0.16085477076602184,0.639702,0.647239
r2,0.16126293403132796,0.638264,0.64723
r2,0.1616710972966341,0.63683,0.647221
r2,0.16207926056194022,0.635404,0.647213
r2,0.16248742382724635,0.633983,0.647205
r2,0.16289558709255245,0.632569,0.647197
r2,0.16330375035785857,0.631162,0.647189
r2,0.1637119136231647,0.62976,0.647182
r2,0.16412007688847083,0.628364,0.647175
r2,0.16452824015377696,0.626975,0.647168
r2,0.16493640341908308,0.625591,0.647161
r2,0.16534456668438918,0.624213,0.647153
r2,0.1657527299496953,0.622839,0.647146
r2,0.16616089321500144,0.621471,0.647139
r2,0.16656905648030756,0.620109,0.647131
r2,0.1669772197456137,0.618754,0.647124
r2,0.16738538301091982,0.617403,0.647116
r2,0.16779354627622595,0.616058,0.647108
r2,0.16820170954153205,0.61472,0.647101
r2,0.16860987280683817,0.613385,0.647093
r2,0.1690180360721443,0.612056,0.647085
