param_name,param_value,band_2,band_3,band_4
r2,0.07406813627254509,0.448437,0.448441,0.466167
r2,0.07447629953785122,0.448418,0.448422,0.465404
r2,0.07488446280315733,0.448398,0.448403,0.464645
r2,0.07529262606846346,0.448378,0.448383,0.46389
r2,0.07570078933376959,0.448358,0.448362,0.463137
r2,0.0761089525990757,0.448337,0.448342,0.462388
r2,0.07651711586438183,0.448316,0.448321,0.461643
r2,0.07692527912968794,0.448294,0.448299,0.460899
r2,0.07733344239499407,0.448272,0.448278,0.460159
r2,0.0777416056603002,0.44825,0.448256,0.459421
r2,0.07814976892560631,0.448227,0.448233,0.458687
r2,0.07855793219091244,0.448204,0.44821,0.457955
r2,0.07896609545621856,0.44818,0.448187,0.457225
r2,0.07937425872152468,0.448156,0.448164,0.456498
r2,0.0797824219868308,0.448132,0.44814,0.455774
r2,0.08019058525213693,0.448107,0.448115,0.455063
r2,0.08059874851744304,0.448082,0.448091,0.454336
r2,0.08100691178274917,0.448057,0.448066,0.453623
r2,0.08141507504805529,0.448032,0.44804,0.452914
r2,0.08182323831336141,0.448006,0.448014,0.452208
r2,0.08223140157866754,0.447979,0.447988,0.451504
r2,0.08263956484397365,0.447953,0.447961,0.450804
r2,0.08304772810927978,0.447926,0.447934,0.450106
r2,0.0834558913745859,0.447899,0.447907,0.449411
r2,0.08386405463989202,0.447871,0.447879,0.448719
r2,0.08427221790519815,0.447843,0.447851,0.448029
r2,0.08468038117050428,0.447342,0.447815,0.447823
r2,0.08508854443581039,0.446658,0.447787,0.447794
r2,0.08549670770111652,0.445976,0.447758,0.447765
r2,0.08590487096642263,0.445297,0.447729,0.447735
r2,0.08631303423172876,0.444621,0.447699,0.447705
r2,0.08672119749703489,0.443948,0.447669,0.447675
r2,0.087129360762341,0.443283,0.447638,0.447643
r2,0.08753752402764713,0.442623,0.447606,0.447611
r2,0.08794568729295324,0.441969,0.447573,0.447578
r2,0.08835385055825937,0.441318,0.44754,0.447545
r2,0.0887620138235655,0.440672,0.447506,0.447511
r2,0.08917017708887161,0.440029,0.447471,0.447477
r2,0.08957834035417774,0.43939,0.447436,0.447442
r2,0.08998650361948386,0.438754,0.4474,0.447406
r2,0.09039466688478998,0.438122,0.447363,0.44737
r2,0.0908028301500961,0.437493,0.447326,0.447334
r2,0.09121099341540223,0.436868,0.447289,0.447297
r2,0.09161915668070834,0.436245,0.44725,0.447259
r2,0.09202731994601447,0.435625,0.447212,0.447221
r2,0.09243548321132058,0.435009,0.447173,0.447182
r2,0.09284364647662671,0.434396,0.447133,0.447143
r2,0.09325180974193284,0.433785,0.447093,0.447103
r2,0.09365997300723897,0.433179,0.447052,0.447063
r2,0.09406813627254508,0.432577,0.447011,0.447022
