param_name,param_value,band_5,band_6,band_7
r2,0.2019238476953908,0.481468,0.502657,0.502661
r2,0.20233201096069692,0.48135,0.50168,0.501684
r2,0.20274017422600304,0.48123,0.500706,0.500707
r2,0.20314833749130917,0.48111,0.499735,0.499735
r2,0.20355650075661527,0.480988,0.498765,0.498767
r2,0.2039646640219214,0.480865,0.497797,0.497801
r2,0.20437282728722753,0.480741,0.496832,0.49684
r2,0.20478099055253365,0.480616,0.49587,0.495881
r2,0.20518915381783978,0.480489,0.49491,0.494925
r2,0.2055973170831459,0.480361,0.493952,0.493972
r2,0.206005480348452,0.480232,0.492997,0.493022
r2,0.20641364361375814,0.480102,0.492045,0.492076
r2,0.20682180687906426,0.47997,0.491097,0.491133
r2,0.2072299701443704,0.479835,0.490156,0.490195
r2,0.20763813340967652,0.4797,0.48922,0.489259
r2,0.20804629667498264,0.479562,0.488288,0.488327
r2,0.20845445994028874,0.479423,0.48736,0.487397
r2,0.20886262320559487,0.479282,0.486435,0.486472
r2,0.209270786470901,0.479139,0.485514,0.485549
r2,0.20967894973620713,0.478995,0.484596,0.484629
r2,0.21008711300151325,0.478849,0.483681,0.483711
r2,0.21049527626681938,0.478701,0.482769,0.482796
r2,0.21090343953212548,0.478552,0.48186,0.481885
r2,0.2113116027974316,0.478401,0.480953,0.480976
r2,0.21171976606273774,0.478248,0.480049,0.480069
r2,0.21212792932804386,0.478093,0.479148,0.479166
r2,0.21253609259335,0.477937,0.478249,0.478264
r2,0.21294425585865612,0.477353,0.477366,0.477779
r2,0.21335241912396222,0.47646,0.47647,0.477619
r2,0.21376058238926834,0.475569,0.475578,0.477457
r2,0.21416874565457447,0.47468,0.474688,0.477295
r2,0.2145769089198806,0.473794,0.473801,0.47713
r2,0.21498507218518673,0.472911,0.472917,0.476964
r2,0.21539323545049285,0.472029,0.472036,0.476796
r2,0.21580139871579895,0.471151,0.471158,0.476626
r2,0.21620956198110508,0.470274,0.470283,0.476454
r2,0.2166177252464112,0.469399,0.46941,0.47628
r2,0.21702588851171734,0.468527,0.468539,0.476105
r2,0.21743405177702346,0.467656,0.467671,0.475927
r2,0.2178422150423296,0.466789,0.466806,0.475748
r2,0.21825037830763572,0.465922,0.465943,0.475566
r2,0.21865854157294182,0.465059,0.465083,0.475383
r2,0.21906670483824794,0.464197,0.464226,0.475198
r2,0.21947486810355407,0.463337,0.463369,0.475011
r2,0.2198830313688602,0.46248,0.462517,0.474821
r2,0.22029119463416633,0.461627,0.461667,0.474629
r2,0.22069935789947243,0.460781,0.460821,0.474434
r2,0.22110752116477855,0.459937,0.459978,0.474236
r2,0.22151568443008468,0.459098,0.459138,0.474036
r2,0.2219238476953908,0.45826,0.458299,0.473833
