param_name,param_value,band_8,band_10
r2,0.3041931781157536,0.631375,0.635611
r2,0.3045380057019605,0.631763,0.635839
r2,0.3048828332881674,0.632168,0.636072
r2,0.30522766087437425,0.632592,0.636316
r2,0.30557248846058116,0.633006,0.636545
r2,0.30591731604678807,0.633426,0.636782
r2,0.306262143632995,0.633843,0.637009
r2,0.3066069712192019,0.634283,0.637279
r2,0.30695179880540874,0.634701,0.637499
r2,0.30729662639161565,0.635114,0.637693
r2,0.30764145397782255,0.635543,0.637907
r2,0.30798628156402946,0.636004,0.638234
r2,0.30833110915023637,0.636443,0.638448
r2,0.3086759367364432,0.636895,0.638656
r2,0.30902076432265013,0.637334,0.638855
r2,0.30936559190885704,0.637781,0.63914
r2,0.30971041949506395,0.638251,0.639421
r2,0.3100552470812708,0.638692,0.639604
r2,0.3104000746674777,0.639143,0.639788
r2,0.3107449022536846,0.639611,0.639981
r2,0.3110897298398915,0.640087,0.640187
r2,0.31143455742609844,0.640342,0.640534
r2,0.3117793850123053,0.640513,0.640972
r2,0.3121242125985122,0.640679,0.64142
r2,0.3124690401847191,0.640879,0.641895
r2,0.312813867770926,0.641215,0.642439
r2,0.3131586953571329,0.641383,0.642913
r2,0.3135035229433398,0.641589,0.643392
r2,0.3138483505295467,0.641744,0.643863
r2,0.3141931781157536,0.642032,0.644409
