param_name,param_value,band_8,band_10
r2,0.258808254670995,0.659373,0.661592
r2,0.2591530822572019,0.659571,0.661615
r2,0.2594979098434088,0.659772,0.661637
r2,0.25984273742961567,0.659974,0.66166
r2,0.2601875650158226,0.660177,0.661682
r2,0.2605323926020295,0.660379,0.661705
r2,0.2608772201882364,0.660562,0.661726
r2,0.2612220477744433,0.660761,0.661749
r2,0.26156687536065015,0.660963,0.661771
r2,0.26191170294685706,0.661192,0.661795
r2,0.26225653053306397,0.661395,0.661819
r2,0.2626013581192709,0.661608,0.661849
r2,0.2629461857054778,0.661786,0.661898
r2,0.26329101329168464,0.661862,0.66205
r2,0.26363584087789155,0.661892,0.662249
r2,0.26398066846409846,0.661917,0.662455
r2,0.26432549605030536,0.661939,0.662662
r2,0.2646703236365122,0.661962,0.662871
r2,0.2650151512227191,0.661984,0.663082
r2,0.26535997880892603,0.662006,0.663294
r2,0.26570480639513294,0.662028,0.663484
r2,0.26604963398133985,0.66205,0.663666
r2,0.2663944615675467,0.662087,0.663964
r2,0.2667392891537536,0.662109,0.664189
r2,0.2670841167399605,0.662131,0.664419
r2,0.26742894432616743,0.662153,0.664651
r2,0.26777377191237434,0.662175,0.664852
r2,0.2681185994985812,0.662198,0.665091
r2,0.2684634270847881,0.66222,0.665333
r2,0.268808254670995,0.662242,0.665577
