param_name,param_value,band_4,band_6
r2,0.25965414253255403,0.527235,0.530804
r2,0.25975464504511686,0.527332,0.530867
r2,0.2598551475576797,0.527428,0.53093
r2,0.25995565007024246,0.527524,0.530993
r2,0.2600561525828053,0.527621,0.531055
r2,0.2601566550953681,0.527717,0.531119
r2,0.26025715760793094,0.527813,0.531181
r2,0.2603576601204937,0.52791,0.531245
r2,0.26045816263305654,0.528005,0.531308
r2,0.2605586651456194,0.528101,0.531372
r2,0.2606591676581822,0.528197,0.531435
r2,0.260759670170745,0.528292,0.531499
r2,0.2608601726833078,0.528387,0.531562
r2,0.26096067519587063,0.528483,0.531626
r2,0.26106117770843346,0.528578,0.53169
r2,0.26116168022099623,0.528673,0.531754
r2,0.26126218273355906,0.528768,0.531819
r2,0.2613626852461219,0.528863,0.531883
r2,0.2614631877586847,0.528958,0.531947
r2,0.2615636902712475,0.529053,0.532012
r2,0.2616641927838103,0.529148,0.532076
r2,0.26176469529637314,0.529242,0.532141
r2,0.26186519780893597,0.529336,0.532206
r2,0.26196570032149874,0.529431,0.532271
r2,0.26206620283406157,0.529525,0.532335
r2,0.2621667053466244,0.529619,0.5324
r2,0.2622672078591872,0.529714,0.532465
r2,0.26236771037175,0.529809,0.53253
r2,0.2624682128843128,0.529903,0.532595
r2,0.26256871539687565,0.529997,0.53266
r2,0.2626692179094385,0.530092,0.532725
r2,0.26276972042200125,0.530186,0.53279
r2,0.2628702229345641,0.530281,0.532856
r2,0.2629707254471269,0.530376,0.532921
r2,0.26307122795968974,0.530471,0.532987
r2,0.2631717304722525,0.530566,0.533053
r2,0.26327223298481534,0.530661,0.533118
r2,0.26337273549737816,0.530757,0.533184
r2,0.263473238009941,0.530852,0.53325
r2,0.26357374052250376,0.530948,0.533316
r2,0.2636742430350666,0.531043,0.533383
r2,0.2637747455476294,0.531139,0.533449
r2,0.26387524806019225,0.531235,0.533516
r2,0.263975750572755,0.531331,0.533583
r2,0.26407625308531785,0.531427,0.533651
r2,0.2641767555978807,0.531524,0.533718
r2,0.2642772581104435,0.53162,0.533786
r2,0.2643777606230063,0.531716,0.533853
r2,0.2644782631355691,0.531813,0.533921
r2,0.26457876564813193,0.531909,0.533989
r2,0.26467926816069476,0.532006,0.534058
r2,0.26477977067325753,0.532103,0.534126
r2,0.26488027318582036,0.532199,0.534194
r2,0.2649807756983832,0.532296,0.534263
r2,0.265081278210946,0.532392,0.534332
r2,0.2651817807235088,0.532489,0.5344
r2,0.2652822832360716,0.532586,0.534469
r2,0.26538278574863444,0.532682,0.534538
r2,0.26548328826119727,0.53278,0.534607
r2,0.26558379077376004,0.532875,0.534675
r2,0.26568429328632287,0.532972,0.534744
r2,0.2657847957988857,0.533069,0.534814
r2,0.2658852983114485,0.533165,0.534883
r2,0.2659858008240113,0.533262,0.534952
r2,0.2660863033365741,0.533358,0.535021
r2,0.26618680584913695,0.533454,0.53509
r2,0.2662873083616998,0.53355,0.535159
r2,0.26638781087426255,0.533647,0.535228
r2,0.2664883133868254,0.533743,0.535297
r2,0.2665888158993882,0.533839,0.535366
r2,0.26668931841195104,0.533934,0.535436
r2,0.26678982092451387,0.53403,0.535505
r2,0.26689032343707664,0.534126,0.535574
r2,0.26699082594963947,0.534222,0.535644
r2,0.2670913284622023,0.534317,0.535713
r2,0.2671918309747651,0.534413,0.535782
r2,0.2672923334873279,0.534509,0.535852
r2,0.2673928359998907,0.534604,0.535921
r2,0.26749333851245355,0.5347,0.535991
r2,0.2675938410250164,0.534796,0.536061
r2,0.26769434353757915,0.534891,0.536131
r2,0.267794846050142,0.534986,0.536201
r2,0.2678953485627048,0.535082,0.536271
r2,0.26799585107526763,0.535177,0.536341
r2,0.2680963535878304,0.535272,0.536411
r2,0.26819685610039323,0.535368,0.536482
r2,0.26829735861295606,0.535463,0.536552
r2,0.2683978611255189,0.535558,0.536623
r2,0.26849836363808166,0.535653,0.536693
r2,0.2685988661506445,0.535748,0.536764
r2,0.2686993686632073,0.535844,0.536835
r2,0.26879987117577014,0.535938,0.536906
r2,0.2689003736883329,0.536033,0.536977
r2,0.26900087620089574,0.536128,0.537048
r2,0.26910137871345857,0.536223,0.537119
r2,0.2692018812260214,0.536318,0.53719
r2,0.2693023837385842,0.536413,0.537261
r2,0.269402886251147,0.536508,0.537332
r2,0.26950338876370983,0.536603,0.537403
r2,0.26960389127627266,0.536698,0.537475
r2,0.26970439378883543,0.536793,0.537546
r2,0.26980489630139826,0.536889,0.537618
r2,0.2699053988139611,0.536984,0.53769
r2,0.2700059013265239,0.537078,0.537761
r2,0.2701064038390867,0.537173,0.537833
r2,0.2702069063516495,0.537268,0.537905
r2,0.27030740886421234,0.537364,0.537977
r2,0.27040791137677517,0.537459,0.538048
r2,0.27050841388933794,0.537554,0.53812
r2,0.27060891640190077,0.537649,0.538192
r2,0.2707094189144636,0.537744,0.538264
r2,0.2708099214270264,0.537838,0.538336
r2,0.2709104239395892,0.537934,0.538408
r2,0.271010926452152,0.538029,0.53848
