param_name,param_value,band_2,band_3,band_4
r2,0.06965931863727455,0.457245,0.457277,0.475124
r2,0.07006748190258068,0.457229,0.457261,0.474315
r2,0.07047564516788679,0.457213,0.457245,0.47351
r2,0.07088380843319292,0.457197,0.457229,0.472705
r2,0.07129197169849905,0.45718,0.457213,0.471902
r2,0.07170013496380516,0.457164,0.457196,0.471101
r2,0.07210829822911129,0.457146,0.457179,0.470303
r2,0.0725164614944174,0.457129,0.457162,0.469505
r2,0.07292462475972353,0.457112,0.457145,0.468711
r2,0.07333278802502965,0.457094,0.457127,0.46792
r2,0.07374095129033577,0.457075,0.457109,0.467133
r2,0.0741491145556419,0.457056,0.45709,0.466354
r2,0.07455727782094802,0.457037,0.45707,0.46558
r2,0.07496544108625414,0.457017,0.45705,0.46481
r2,0.07537360435156026,0.456996,0.45703,0.464043
r2,0.07578176761686639,0.456975,0.457009,0.46328
r2,0.0761899308821725,0.456954,0.456987,0.462521
r2,0.07659809414747863,0.456933,0.456965,0.461764
r2,0.07700625741278475,0.456911,0.456943,0.461011
r2,0.07741442067809087,0.456888,0.45692,0.460261
r2,0.077822583943397,0.456866,0.456897,0.459514
r2,0.07823074720870311,0.456843,0.456874,0.458771
r2,0.07863891047400924,0.456819,0.45685,0.458029
r2,0.07904707373931535,0.456796,0.456826,0.457292
r2,0.07945523700462148,0.456556,0.456772,0.456802
r2,0.07986340026992761,0.455824,0.456747,0.456777
r2,0.08027156353523374,0.455111,0.456722,0.456752
r2,0.08067972680053985,0.454372,0.456697,0.456726
r2,0.08108789006584598,0.453651,0.456671,0.4567
r2,0.08149605333115209,0.452936,0.456645,0.456674
r2,0.08190421659645822,0.452222,0.456618,0.456647
r2,0.08231237986176435,0.451512,0.456591,0.45662
r2,0.08272054312707046,0.450805,0.456564,0.456593
r2,0.08312870639237659,0.450101,0.456536,0.456566
r2,0.0835368696576827,0.4494,0.456508,0.456538
r2,0.08394503292298883,0.448702,0.45648,0.45651
r2,0.08435319618829495,0.448007,0.456451,0.456481
r2,0.08476135945360107,0.447315,0.456422,0.456452
r2,0.0851695227189072,0.446626,0.456392,0.456423
r2,0.08557768598421332,0.445939,0.456362,0.456393
r2,0.08598584924951944,0.445255,0.456332,0.456363
r2,0.08639401251482556,0.444574,0.456301,0.456333
r2,0.08680217578013169,0.443898,0.45627,0.456302
r2,0.0872103390454378,0.443229,0.456238,0.45627
r2,0.08761850231074393,0.442566,0.456205,0.456237
r2,0.08802666557605004,0.441908,0.456171,0.456203
r2,0.08843482884135617,0.441254,0.456137,0.456169
r2,0.0888429921066623,0.440605,0.456102,0.456134
r2,0.08925115537196843,0.439959,0.456067,0.456098
r2,0.08965931863727454,0.439317,0.456031,0.456062
