param_name,param_value,band_2,band_3,band_4
r2,0.06525050100200401,0.466628,0.466638,0.484437
r2,0.06565866426731014,0.466614,0.466625,0.48359
r2,0.06606682753261625,0.4666,0.466611,0.482746
r2,0.06647499079792238,0.466586,0.466597,0.481901
r2,0.0668831540632285,0.466571,0.466583,0.48106
r2,0.06729131732853462,0.466557,0.466568,0.480223
r2,0.06769948059384075,0.466542,0.466554,0.47939
r2,0.06810764385914686,0.466527,0.466539,0.478557
r2,0.06851580712445299,0.466511,0.466523,0.477729
r2,0.06892397038975911,0.466496,0.466508,0.476902
r2,0.06933213365506523,0.46648,0.466492,0.476078
r2,0.06974029692037136,0.466464,0.466476,0.475256
r2,0.07014846018567748,0.466448,0.46646,0.474435
r2,0.0705566234509836,0.466431,0.466443,0.473618
r2,0.07096478671628972,0.466415,0.466426,0.472802
r2,0.07137294998159585,0.466398,0.466409,0.471989
r2,0.07178111324690196,0.466381,0.466392,0.471178
r2,0.07218927651220809,0.466364,0.466374,0.47037
r2,0.0725974397775142,0.466346,0.466356,0.469563
r2,0.07300560304282033,0.466328,0.466338,0.468758
r2,0.07341376630812646,0.46631,0.46632,0.467958
r2,0.07382192957343257,0.466291,0.466301,0.467164
r2,0.0742300928387387,0.466272,0.466281,0.466379
r2,0.07463825610404481,0.465597,0.466251,0.466261
r2,0.07504641936935094,0.464819,0.466231,0.46624
r2,0.07545458263465707,0.464045,0.466209,0.466219
r2,0.0758627458999632,0.463275,0.466188,0.466198
r2,0.07627090916526931,0.46251,0.466166,0.466176
r2,0.07667907243057544,0.461747,0.466143,0.466154
r2,0.07708723569588155,0.460987,0.46612,0.466131
r2,0.07749539896118768,0.460232,0.466097,0.466109
r2,0.0779035622264938,0.459479,0.466073,0.466085
r2,0.07831172549179992,0.458729,0.466049,0.466062
r2,0.07871988875710605,0.457983,0.466025,0.466037
r2,0.07912805202241216,0.457239,0.466,0.466013
r2,0.07953621528771829,0.4565,0.465975,0.465988
r2,0.07994437855302441,0.455762,0.465949,0.465963
r2,0.08035254181833053,0.45503,0.465923,0.465937
r2,0.08076070508363666,0.454302,0.465897,0.465911
r2,0.08116886834894278,0.453578,0.46587,0.465885
r2,0.0815770316142489,0.452859,0.465843,0.465858
r2,0.08198519487955502,0.452141,0.465816,0.46583
r2,0.08239335814486115,0.451428,0.465788,0.465803
r2,0.08280152141016726,0.450718,0.46576,0.465774
r2,0.08320968467547339,0.450011,0.465732,0.465746
r2,0.0836178479407795,0.449307,0.465703,0.465717
r2,0.08402601120608563,0.448607,0.465674,0.465688
r2,0.08443417447139176,0.447909,0.465645,0.465658
r2,0.08484233773669789,0.447214,0.465615,0.465628
r2,0.085250501002004,0.446523,0.465585,0.465597
