param_name,param_value,band_3,band_5
r2,0.18268537074148294,0.543059,0.570547
r2,0.18309353400678907,0.543044,0.569396
r2,0.1835016972720952,0.543029,0.568249
r2,0.18390986053740133,0.543015,0.567109
r2,0.18431802380270743,0.543002,0.565972
r2,0.18472618706801355,0.542989,0.564841
r2,0.18513435033331968,0.542976,0.563713
r2,0.1855425135986258,0.542963,0.56259
r2,0.18595067686393194,0.542951,0.561469
r2,0.18635884012923806,0.542939,0.560352
r2,0.18676700339454416,0.542927,0.559238
r2,0.1871751666598503,0.542916,0.558127
r2,0.18758332992515642,0.542905,0.557019
r2,0.18799149319046254,0.542894,0.555914
r2,0.18839965645576867,0.542883,0.554812
r2,0.1888078197210748,0.542872,0.553712
r2,0.1892159829863809,0.542861,0.552615
r2,0.18962414625168703,0.542851,0.551521
r2,0.19003230951699315,0.542841,0.550429
r2,0.19044047278229928,0.542831,0.549339
r2,0.1908486360476054,0.542821,0.548252
r2,0.19125679931291154,0.542811,0.547171
r2,0.19166496257821763,0.542801,0.546099
r2,0.19207312584352376,0.542791,0.545032
r2,0.1924812891088299,0.542781,0.543971
r2,0.19288945237413602,0.542767,0.542914
r2,0.19329761563944214,0.541843,0.542762
r2,0.19370577890474827,0.540794,0.542751
r2,0.19411394217005437,0.539749,0.542741
r2,0.1945221054353605,0.538708,0.542731
r2,0.19493026870066663,0.537672,0.542721
r2,0.19533843196597275,0.536638,0.542711
r2,0.19574659523127888,0.535608,0.542701
r2,0.196154758496585,0.534582,0.542691
r2,0.1965629217618911,0.533561,0.542682
r2,0.19697108502719723,0.53254,0.542673
r2,0.19737924829250336,0.531526,0.542663
r2,0.1977874115578095,0.530514,0.542654
r2,0.19819557482311562,0.529506,0.542645
r2,0.19860373808842174,0.528502,0.542636
r2,0.19901190135372787,0.527502,0.542627
r2,0.19942006461903397,0.526505,0.542618
r2,0.1998282278843401,0.525511,0.542609
r2,0.20023639114964623,0.524522,0.5426
r2,0.20064455441495235,0.523535,0.542591
r2,0.20105271768025848,0.522552,0.542582
r2,0.20146088094556458,0.521573,0.542573
r2,0.2018690442108707,0.520597,0.542564
r2,0.20227720747617683,0.519625,0.542555
r2,0.20268537074148296,0.518657,0.542546
