param_name,param_value,band_4,band_6
r2,0.35330915338791163,0.742147,0.766063
r2,0.35340965590047446,0.742364,0.766147
r2,0.3535101584130373,0.742583,0.766231
r2,0.35361066092560006,0.742802,0.766315
r2,0.3537111634381629,0.74302,0.766398
r2,0.3538116659507257,0.743241,0.766482
r2,0.35391216846328855,0.743462,0.766566
r2,0.3540126709758513,0.743683,0.76665
r2,0.35411317348841415,0.743906,0.766734
r2,0.354213676000977,0.744128,0.766818
r2,0.3543141785135398,0.744351,0.766902
r2,0.3544146810261026,0.744574,0.766986
r2,0.3545151835386654,0.744798,0.76707
r2,0.35461568605122823,0.745022,0.767153
r2,0.35471618856379106,0.745247,0.767237
r2,0.35481669107635383,0.745471,0.767321
r2,0.35491719358891666,0.745696,0.767404
r2,0.3550176961014795,0.745921,0.767487
r2,0.3551181986140423,0.746146,0.767571
r2,0.3552187011266051,0.746372,0.767654
r2,0.3553192036391679,0.746596,0.767737
r2,0.35541970615173074,0.746822,0.76782
r2,0.35552020866429357,0.747048,0.767903
r2,0.35562071117685634,0.747274,0.767985
r2,0.35572121368941917,0.747501,0.768068
r2,0.355821716201982,0.747728,0.768151
r2,0.3559222187145448,0.747955,0.768233
r2,0.3560227212271076,0.748184,0.768316
r2,0.3561232237396704,0.748412,0.768399
r2,0.35622372625223325,0.748641,0.768482
r2,0.3563242287647961,0.748871,0.768565
r2,0.35642473127735885,0.749101,0.768647
r2,0.3565252337899217,0.749331,0.76873
r2,0.3566257363024845,0.749561,0.768813
r2,0.35672623881504734,0.749792,0.768896
r2,0.3568267413276101,0.750023,0.768978
r2,0.35692724384017294,0.750253,0.769061
r2,0.35702774635273576,0.750486,0.769144
r2,0.3571282488652986,0.750719,0.769227
r2,0.35722875137786136,0.750951,0.76931
r2,0.3573292538904242,0.751184,0.769393
r2,0.357429756402987,0.751416,0.769476
r2,0.35753025891554985,0.751649,0.769559
r2,0.3576307614281126,0.751883,0.769642
r2,0.35773126394067545,0.752117,0.769725
r2,0.3578317664532383,0.752352,0.769809
r2,0.3579322689658011,0.752587,0.769892
r2,0.3580327714783639,0.752823,0.769976
r2,0.3581332739909267,0.753059,0.77006
r2,0.35823377650348953,0.753296,0.770144
r2,0.35833427901605236,0.753533,0.770228
r2,0.35843478152861513,0.75377,0.770312
r2,0.35853528404117796,0.754009,0.770396
r2,0.3586357865537408,0.754247,0.77048
r2,0.3587362890663036,0.754486,0.770564
r2,0.3588367915788664,0.754724,0.770648
r2,0.3589372940914292,0.754964,0.770733
r2,0.35903779660399204,0.755204,0.770817
r2,0.35913829911655487,0.755444,0.770902
r2,0.35923880162911764,0.755684,0.770986
r2,0.35933930414168047,0.755925,0.771071
r2,0.3594398066542433,0.756165,0.771156
r2,0.3595403091668061,0.756405,0.771241
r2,0.3596408116793689,0.756647,0.771327
r2,0.3597413141919317,0.756887,0.771413
r2,0.35984181670449455,0.757129,0.771499
r2,0.3599423192170574,0.757372,0.771586
r2,0.3600428217296202,0.757617,0.771673
r2,0.360143324242183,0.757859,0.771759
r2,0.3602438267547458,0.758103,0.771846
r2,0.36034432926730864,0.758349,0.771933
r2,0.36044483177987147,0.758596,0.77202
r2,0.36054533429243424,0.758844,0.772107
r2,0.36064583680499707,0.759093,0.772195
r2,0.3607463393175599,0.759342,0.772282
r2,0.3608468418301227,0.759592,0.77237
r2,0.3609473443426855,0.759837,0.772455
r2,0.3610478468552483,0.760087,0.772542
r2,0.36114834936781115,0.760339,0.77263
r2,0.361248851880374,0.760581,0.772711
r2,0.36134935439293675,0.760834,0.772799
r2,0.3614498569054996,0.761089,0.772887
r2,0.3615503594180624,0.761344,0.772975
r2,0.36165086193062523,0.7616,0.773063
r2,0.361751364443188,0.761856,0.773152
r2,0.36185186695575083,0.762113,0.77324
r2,0.36195236946831366,0.76237,0.773329
r2,0.3620528719808765,0.762628,0.773418
r2,0.36215337449343926,0.7629,0.77352
r2,0.3622538770060021,0.763157,0.773609
r2,0.3623543795185649,0.763417,0.773698
r2,0.36245488203112775,0.763677,0.773787
r2,0.3625553845436905,0.763938,0.773876
r2,0.36265588705625335,0.7642,0.773965
r2,0.3627563895688162,0.764462,0.774054
r2,0.362856892081379,0.764726,0.774144
r2,0.3629573945939418,0.764991,0.774233
r2,0.3630578971065046,0.765256,0.774323
r2,0.36315839961906743,0.765523,0.774413
r2,0.36325890213163026,0.76579,0.774503
r2,0.36335940464419303,0.766057,0.774594
r2,0.36345990715675586,0.766335,0.774686
r2,0.3635604096693187,0.766608,0.774778
r2,0.3636609121818815,0.766862,0.774852
r2,0.3637614146944443,0.767152,0.774949
r2,0.3638619172070071,0.767424,0.77504
r2,0.36396241971956994,0.767696,0.775131
r2,0.36406292223213277,0.767969,0.775221
r2,0.36416342474469554,0.768243,0.775312
r2,0.36426392725725837,0.768518,0.775403
r2,0.3643644297698212,0.76882,0.77551
r2,0.364464932282384,0.769097,0.7756
r2,0.3645654347949468,0.769392,0.7757
r2,0.3646659373075096,0.769709,0.775812
r2,0.36476643982007245,0.76999,0.775902
r2,0.3648669423326353,0.770352,0.776012
r2,0.36496744484519805,0.770634,0.776102
r2,0.3650679473577609,0.770832,0.776173
r2,0.3651684498703237,0.771114,0.776262
r2,0.36526895238288654,0.771395,0.776352
r2,0.3653694548954493,0.771678,0.776442
r2,0.36546995740801214,0.77196,0.776532
r2,0.36557045992057496,0.772413,0.776692
r2,0.3656709624331378,0.772699,0.776782
r2,0.36577146494570056,0.772977,0.776862
r2,0.3658719674582634,0.773318,0.776958
r2,0.3659724699708262,0.773608,0.777048
r2,0.36607297248338905,0.773967,0.777161
r2,0.3661734749959518,0.774316,0.777269
r2,0.36627397750851465,0.774663,0.777365
r2,0.3663744800210775,0.77496,0.777455
r2,0.3664749825336403,0.775257,0.777545
r2,0.3665754850462031,0.775554,0.777635
r2,0.3666759875587659,0.775852,0.777724
r2,0.36677649007132873,0.77615,0.777814
r2,0.36687699258389156,0.776713,0.778004
r2,0.3669774950964544,0.777016,0.778093
