param_name,param_value,band_5,band_6,band_7
r2,0.15302605210420842,0.610195,0.654565,0.654603
r2,0.15343421536951454,0.608579,0.652976,0.653026
r2,0.15384237863482067,0.606971,0.651404,0.65146
r2,0.1542505419001268,0.605371,0.649844,0.649903
r2,0.1546587051654329,0.604739,0.648292,0.648351
r2,0.15506686843073902,0.604665,0.646751,0.646806
r2,0.15547503169604515,0.60459,0.645217,0.645268
r2,0.15588319496135128,0.604515,0.64369,0.643736
r2,0.1562913582266574,0.604439,0.642171,0.642212
r2,0.15669952149196353,0.604363,0.640656,0.640692
r2,0.15710768475726963,0.604286,0.639151,0.63918
r2,0.15751584802257576,0.604209,0.637651,0.637673
r2,0.1579240112878819,0.604131,0.636157,0.636171
r2,0.15833217455318802,0.604053,0.634669,0.634676
r2,0.15874033781849414,0.603974,0.633185,0.633187
r2,0.15914850108380027,0.603895,0.631701,0.63171
r2,0.15955666434910637,0.603815,0.630223,0.630239
r2,0.1599648276144125,0.603735,0.628751,0.628774
r2,0.16037299087971862,0.603654,0.627284,0.627312
r2,0.16078115414502475,0.603573,0.625826,0.625857
r2,0.16118931741033088,0.603492,0.624373,0.624405
r2,0.161597480675637,0.60341,0.622927,0.62296
r2,0.1620056439409431,0.603328,0.621486,0.621519
r2,0.16241380720624923,0.603246,0.620052,0.620083
r2,0.16282197047155536,0.603162,0.618624,0.618653
r2,0.1632301337368615,0.603078,0.617201,0.617225
r2,0.16363829700216762,0.602993,0.615784,0.615803
r2,0.16404646026747374,0.602908,0.614373,0.614386
r2,0.16445462353277984,0.602822,0.612966,0.612972
r2,0.16486278679808597,0.602735,0.611563,0.611565
r2,0.1652709500633921,0.602648,0.610159,0.61017
r2,0.16567911332869822,0.602559,0.608759,0.608779
r2,0.16608727659400435,0.60247,0.607363,0.607395
r2,0.16649543985931048,0.60238,0.605973,0.606016
r2,0.16690360312461658,0.602288,0.604592,0.604643
r2,0.1673117663899227,0.602194,0.603224,0.603279
r2,0.16771992965522883,0.601866,0.601921,0.602099
r2,0.16812809292053496,0.600516,0.600569,0.602003
r2,0.1685362561858411,0.599171,0.599223,0.601905
r2,0.16894441945114722,0.597833,0.597882,0.601806
r2,0.16935258271645331,0.596502,0.596546,0.601706
r2,0.16976074598175944,0.595176,0.595216,0.601605
r2,0.17016890924706557,0.593855,0.59389,0.601502
r2,0.1705770725123717,0.592541,0.592571,0.601397
r2,0.17098523577767782,0.591231,0.591255,0.601291
r2,0.17139339904298395,0.589926,0.589945,0.601184
r2,0.17180156230829008,0.588626,0.58864,0.601075
r2,0.17220972557359618,0.58733,0.587338,0.600965
r2,0.1726178888389023,0.586039,0.586041,0.600853
r2,0.17302605210420843,0.584749,0.584753,0.60074
