param_name,param_value,band_2,band_3,band_4
r2,0.0961122244488978,0.416871,0.416873,0.428769
r2,0.09652038771420393,0.41683,0.416832,0.428213
r2,0.09692855097951004,0.416789,0.41679,0.42766
r2,0.09733671424481617,0.416747,0.416748,0.427108
r2,0.0977448775101223,0.416704,0.416705,0.426559
r2,0.09815304077542841,0.416662,0.416662,0.426012
r2,0.09856120404073454,0.416618,0.416619,0.425467
r2,0.09896936730604065,0.416574,0.416575,0.424924
r2,0.09937753057134678,0.416529,0.416531,0.424383
r2,0.09978569383665291,0.416484,0.416486,0.423845
r2,0.10019385710195902,0.416438,0.416441,0.42331
r2,0.10060202036726515,0.416391,0.416394,0.422781
r2,0.10101018363257128,0.416343,0.416346,0.422256
r2,0.10141834689787739,0.416295,0.416297,0.421735
r2,0.10182651016318352,0.416245,0.416247,0.421218
r2,0.10223467342848963,0.416195,0.416197,0.420704
r2,0.10264283669379576,0.416144,0.416146,0.420192
r2,0.10305099995910189,0.416093,0.416094,0.419683
r2,0.103459163224408,0.416041,0.416041,0.419177
r2,0.10386732648971413,0.415988,0.415988,0.418673
r2,0.10427548975502025,0.415934,0.415935,0.418173
r2,0.10468365302032637,0.415879,0.41588,0.417675
r2,0.1050918162856325,0.415823,0.415826,0.417179
r2,0.10549997955093862,0.415767,0.41577,0.416686
r2,0.10590814281624474,0.415711,0.415714,0.416195
r2,0.10631630608155086,0.415653,0.415657,0.415706
r2,0.10672446934685698,0.415223,0.415595,0.4156
r2,0.1071326326121631,0.414737,0.415536,0.415541
r2,0.10754079587746923,0.414257,0.415477,0.415482
r2,0.10794895914277534,0.413781,0.415417,0.415423
r2,0.10835712240808147,0.413306,0.415357,0.415362
r2,0.1087652856733876,0.412834,0.415296,0.415301
r2,0.10917344893869371,0.412364,0.415234,0.41524
r2,0.10958161220399984,0.411898,0.415172,0.415177
r2,0.10998977546930597,0.411432,0.415109,0.415114
r2,0.11039793873461208,0.41097,0.415046,0.41505
r2,0.11080610199991821,0.410509,0.414982,0.414985
r2,0.11121426526522432,0.410051,0.414917,0.41492
r2,0.11162242853053045,0.409595,0.414852,0.414854
r2,0.11203059179583658,0.40914,0.414786,0.414788
r2,0.11243875506114269,0.408688,0.414719,0.41472
r2,0.11284691832644882,0.408238,0.414652,0.414652
r2,0.11325508159175493,0.40779,0.414583,0.414584
r2,0.11366324485706106,0.407348,0.414513,0.414515
r2,0.11407140812236718,0.406909,0.414442,0.414444
r2,0.11447957138767331,0.406474,0.41437,0.414372
r2,0.11488773465297943,0.406043,0.414297,0.414298
r2,0.11529589791828555,0.405614,0.414223,0.414224
r2,0.11570406118359167,0.405188,0.414148,0.414148
r2,0.1161122244488978,0.404765,0.414072,0.414072
