param_name,param_value,band_5,band_6,band_7
r2,0.14701402805611222,0.647772,0.679062,0.679111
r2,0.14742219132141834,0.647696,0.677381,0.677434
r2,0.14783035458672447,0.647621,0.675707,0.675761
r2,0.1482385178520306,0.647545,0.67404,0.674095
r2,0.1486466811173367,0.647469,0.67238,0.672435
r2,0.14905484438264283,0.647394,0.670728,0.67078
r2,0.14946300764794895,0.647317,0.669083,0.669131
r2,0.14987117091325508,0.647241,0.667444,0.667487
r2,0.1502793341785612,0.647164,0.665813,0.665849
r2,0.15068749744386734,0.647087,0.664187,0.664217
r2,0.15109566070917343,0.647009,0.662569,0.662589
r2,0.15150382397447956,0.646931,0.660957,0.660967
r2,0.1519119872397857,0.646852,0.659352,0.659353
r2,0.15232015050509182,0.646773,0.657739,0.657755
r2,0.15272831377039794,0.646693,0.656132,0.656162
r2,0.15313647703570407,0.646613,0.654532,0.654577
r2,0.15354464030101017,0.646531,0.652944,0.652999
r2,0.1539528035663163,0.646449,0.651373,0.651432
r2,0.15436096683162243,0.646365,0.649811,0.649871
r2,0.15476913009692855,0.64628,0.648259,0.648319
r2,0.15517729336223468,0.646194,0.646717,0.646772
r2,0.1555854566275408,0.645181,0.645233,0.646107
r2,0.1559936198928469,0.643653,0.6437,0.646019
r2,0.15640178315815303,0.642132,0.642174,0.64593
r2,0.15680994642345916,0.640617,0.640653,0.645839
r2,0.1572181096887653,0.639111,0.63914,0.645747
r2,0.15762627295407142,0.637609,0.637631,0.645655
r2,0.15803443621937754,0.636114,0.636129,0.645561
r2,0.15844259948468364,0.634625,0.634633,0.645465
r2,0.15885076274998977,0.633141,0.633141,0.645369
r2,0.1592589260152959,0.631654,0.631663,0.645271
r2,0.15966708928060203,0.630174,0.63019,0.645173
r2,0.16007525254590815,0.6287,0.628723,0.645073
r2,0.16048341581121428,0.627233,0.627261,0.644972
r2,0.16089157907652038,0.625775,0.625804,0.644871
r2,0.1612997423418265,0.624323,0.624353,0.644769
r2,0.16170790560713263,0.622875,0.622905,0.644666
r2,0.16211606887243876,0.621434,0.621464,0.644561
r2,0.1625242321377449,0.619998,0.620026,0.644456
r2,0.16293239540305102,0.618569,0.618593,0.644349
r2,0.16334055866835712,0.617145,0.617166,0.644241
r2,0.16374872193366324,0.615726,0.615742,0.644131
r2,0.16415688519896937,0.614315,0.614324,0.644021
r2,0.1645650484642755,0.612907,0.612909,0.643908
r2,0.16497321172958163,0.611499,0.611505,0.643795
r2,0.16538137499488775,0.610093,0.610109,0.643679
r2,0.16578953826019388,0.608693,0.608718,0.643563
r2,0.16619770152549998,0.607295,0.607333,0.643444
r2,0.1666058647908061,0.605902,0.605951,0.643324
r2,0.16701402805611223,0.604526,0.604581,0.643201
