param_name,param_value,band_4,band_6
r2,0.2878928593699527,0.55113,0.551358
r2,0.2879933618825155,0.55123,0.55145
r2,0.28809386439507834,0.551331,0.551543
r2,0.2881943669076411,0.551431,0.551635
r2,0.28829486942020394,0.551532,0.551727
r2,0.28839537193276676,0.551632,0.551821
r2,0.2884958744453296,0.551733,0.551914
r2,0.28859637695789236,0.551834,0.552006
r2,0.2886968794704552,0.551934,0.552099
r2,0.288797381983018,0.552035,0.552192
r2,0.28889788449558085,0.552135,0.552287
r2,0.2889983870081436,0.552236,0.55238
r2,0.28909888952070645,0.552336,0.552474
r2,0.2891993920332693,0.552436,0.552568
r2,0.2892998945458321,0.552537,0.552663
r2,0.2894003970583949,0.552637,0.552757
r2,0.2895008995709577,0.552737,0.552851
r2,0.28960140208352053,0.552836,0.552945
r2,0.28970190459608336,0.552936,0.55304
r2,0.28980240710864613,0.553036,0.553134
r2,0.28990290962120896,0.553135,0.553228
r2,0.2900034121337718,0.553234,0.553323
r2,0.2901039146463346,0.553334,0.553418
r2,0.2902044171588974,0.553433,0.553513
r2,0.2903049196714602,0.553532,0.553607
r2,0.29040542218402304,0.553631,0.553703
r2,0.29050592469658587,0.55373,0.553798
r2,0.29060642720914864,0.553829,0.553894
r2,0.29070692972171147,0.553928,0.55399
r2,0.2908074322342743,0.554027,0.554086
r2,0.2909079347468371,0.554125,0.554183
r2,0.2910084372593999,0.554224,0.554278
r2,0.2911089397719627,0.554323,0.554375
r2,0.29120944228452555,0.554421,0.554471
r2,0.2913099447970884,0.55452,0.554568
r2,0.29141044730965115,0.554619,0.554665
r2,0.291510949822214,0.554718,0.554761
r2,0.2916114523347768,0.554817,0.554858
r2,0.29171195484733964,0.554915,0.554955
r2,0.2918124573599024,0.555014,0.555051
r2,0.29191295987246524,0.555113,0.555149
r2,0.29201346238502807,0.555212,0.555246
r2,0.2921139648975909,0.555311,0.555343
r2,0.29221446741015367,0.55541,0.555441
r2,0.2923149699227165,0.555509,0.555539
r2,0.2924154724352793,0.555609,0.555637
r2,0.29251597494784215,0.555708,0.555735
r2,0.2926164774604049,0.555807,0.555833
r2,0.29271697997296775,0.555907,0.555931
r2,0.2928174824855306,0.556006,0.55603
r2,0.2929179849980934,0.556105,0.556129
r2,0.2930184875106562,0.556205,0.556227
r2,0.293118990023219,0.556304,0.556326
r2,0.29321949253578183,0.556404,0.556425
r2,0.29331999504834466,0.556503,0.556524
r2,0.29342049756090743,0.556603,0.556623
r2,0.29352100007347026,0.556702,0.556723
r2,0.2936215025860331,0.556802,0.556822
r2,0.2937220050985959,0.556902,0.556922
r2,0.2938225076111587,0.557002,0.557022
r2,0.2939230101237215,0.557102,0.557121
r2,0.29402351263628435,0.557202,0.557221
r2,0.2941240151488472,0.557301,0.557321
r2,0.29422451766140995,0.557401,0.557421
r2,0.2943250201739728,0.557501,0.557522
r2,0.2944255226865356,0.557601,0.557622
r2,0.29452602519909843,0.5577,0.557722
r2,0.2946265277116612,0.5578,0.557823
r2,0.29472703022422403,0.5579,0.557924
r2,0.29482753273678686,0.557999,0.558025
r2,0.2949280352493497,0.558099,0.558127
r2,0.2950285377619125,0.558198,0.558228
r2,0.2951290402744753,0.558298,0.55833
r2,0.2952295427870381,0.558397,0.558432
r2,0.29533004529960094,0.558497,0.558533
r2,0.29543054781216377,0.558596,0.558635
r2,0.29553105032472654,0.558695,0.558737
r2,0.29563155283728937,0.558794,0.558839
r2,0.2957320553498522,0.558893,0.55894
r2,0.295832557862415,0.558992,0.559042
r2,0.2959330603749778,0.559091,0.559144
r2,0.2960335628875406,0.55919,0.559245
r2,0.29613406540010345,0.55929,0.559348
r2,0.2962345679126663,0.559389,0.55945
r2,0.29633507042522905,0.559488,0.559552
r2,0.2964355729377919,0.559587,0.559654
r2,0.2965360754503547,0.559687,0.559756
r2,0.29663657796291754,0.559787,0.559859
r2,0.2967370804754803,0.559887,0.559961
r2,0.29683758298804314,0.559987,0.560064
r2,0.29693808550060596,0.560087,0.560166
r2,0.2970385880131688,0.560188,0.56027
r2,0.29713909052573156,0.56029,0.560372
r2,0.2972395930382944,0.560392,0.560474
r2,0.2973400955508572,0.560494,0.560579
r2,0.29744059806342005,0.560597,0.560683
r2,0.2975411005759828,0.5607,0.560788
r2,0.29764160308854565,0.560802,0.560892
r2,0.2977421056011085,0.560906,0.560997
r2,0.2978426081136713,0.561009,0.561102
r2,0.2979431106262341,0.561112,0.561207
r2,0.2980436131387969,0.561215,0.561313
r2,0.29814411565135973,0.561319,0.561419
r2,0.29824461816392256,0.561422,0.561525
r2,0.29834512067648533,0.561525,0.561632
r2,0.29844562318904816,0.561628,0.561738
r2,0.298546125701611,0.561731,0.561845
r2,0.2986466282141738,0.561834,0.561951
r2,0.2987471307267366,0.561937,0.562058
r2,0.2988476332392994,0.562039,0.562165
r2,0.29894813575186224,0.562142,0.562272
r2,0.29904863826442507,0.562244,0.562379
r2,0.29914914077698784,0.562346,0.562486
r2,0.29924964328955067,0.562448,0.562593
r2,0.2993501458021135,0.56255,0.562701
r2,0.2994506483146763,0.562652,0.562808
r2,0.2995511508272391,0.562754,0.562916
r2,0.2996516533398019,0.562856,0.563024
r2,0.29975215585236475,0.562957,0.563132
r2,0.2998526583649276,0.563059,0.56324
r2,0.29995316087749035,0.56316,0.563348
r2,0.3000536633900532,0.563262,0.563456
r2,0.300154165902616,0.563363,0.563565
r2,0.30025466841517884,0.563465,0.563673
r2,0.3003551709277416,0.563566,0.563782
r2,0.30045567344030444,0.563668,0.563891
r2,0.30055617595286727,0.563769,0.564
r2,0.3006566784654301,0.563871,0.564109
r2,0.30075718097799287,0.563972,0.564218
r2,0.3008576834905557,0.564074,0.564328
r2,0.3009581860031185,0.564176,0.564438
r2,0.30105868851568135,0.564278,0.564549
r2,0.3011591910282441,0.56438,0.56466
r2,0.30125969354080695,0.564483,0.56477
r2,0.3013601960533698,0.564585,0.564881
r2,0.3014606985659326,0.564688,0.564992
r2,0.3015612010784954,0.56479,0.565103
r2,0.3016617035910582,0.564893,0.565215
r2,0.30176220610362103,0.564996,0.565326
r2,0.30186270861618386,0.565099,0.565438
r2,0.3019632111287467,0.565201,0.565549
r2,0.30206371364130946,0.565304,0.565661
r2,0.3021642161538723,0.565407,0.565772
r2,0.3022647186664351,0.56551,0.565884
r2,0.30236522117899794,0.565613,0.565996
r2,0.3024657236915607,0.565716,0.566109
r2,0.30256622620412355,0.56582,0.566221
r2,0.3026667287166864,0.565923,0.566334
r2,0.3027672312292492,0.566026,0.566446
r2,0.302867733741812,0.56613,0.566559
r2,0.3029682362543748,0.566234,0.566673
r2,0.30306873876693763,0.566337,0.566787
r2,0.30316924127950046,0.56644,0.5669
r2,0.30326974379206323,0.566544,0.567014
r2,0.30337024630462606,0.566647,0.567128
r2,0.3034707488171889,0.566751,0.567242
r2,0.3035712513297517,0.566854,0.567356
r2,0.3036717538423145,0.566957,0.567471
r2,0.3037722563548773,0.567061,0.567585
r2,0.30387275886744014,0.567164,0.567699
r2,0.30397326138000297,0.567267,0.567814
r2,0.30407376389256574,0.567369,0.567929
r2,0.30417426640512857,0.567472,0.568043
r2,0.3042747689176914,0.567575,0.568158
r2,0.3043752714302542,0.567677,0.568273
r2,0.304475773942817,0.567779,0.568388
r2,0.3045762764553798,0.567882,0.568503
r2,0.30467677896794265,0.567984,0.568619
r2,0.3047772814805055,0.568086,0.568734
r2,0.30487778399306825,0.568188,0.56885
r2,0.3049782865056311,0.56829,0.568966
r2,0.3050787890181939,0.568392,0.569081
r2,0.30517929153075674,0.568494,0.569197
r2,0.3052797940433195,0.568596,0.569314
r2,0.30538029655588234,0.568698,0.56943
r2,0.30548079906844516,0.5688,0.569547
r2,0.305581301581008,0.568903,0.569663
r2,0.30568180409357076,0.569005,0.56978
r2,0.3057823066061336,0.569108,0.569897
r2,0.3058828091186964,0.56921,0.570014
r2,0.30598331163125925,0.569313,0.57013
r2,0.306083814143822,0.569416,0.570247
r2,0.30618431665638485,0.569518,0.570364
r2,0.3062848191689477,0.569621,0.570482
r2,0.3063853216815105,0.569725,0.570599
r2,0.3064858241940733,0.569828,0.570717
r2,0.3065863267066361,0.569931,0.570834
r2,0.30668682921919893,0.570034,0.570952
r2,0.30678733173176176,0.570138,0.57107
r2,0.30688783424432453,0.570241,0.571188
r2,0.30698833675688736,0.570345,0.571307
r2,0.3070888392694502,0.570449,0.571425
r2,0.307189341782013,0.570553,0.571544
r2,0.3072898442945758,0.570657,0.571664
r2,0.3073903468071386,0.570762,0.571783
r2,0.30749084931970144,0.570867,0.571903
r2,0.30759135183226427,0.570973,0.572022
r2,0.30769185434482704,0.571078,0.572142
r2,0.30779235685738987,0.571184,0.572263
r2,0.3078928593699527,0.57129,0.572383
