param_name,param_value,band_2,band_3,band_4
r2,0.05002004008016032,0.498082,0.498119,0.518921
r2,0.05042820334546644,0.498075,0.498112,0.517996
r2,0.050836366610772565,0.498068,0.498106,0.517069
r2,0.051244529876078686,0.498062,0.498099,0.516142
r2,0.051652693141384806,0.498055,0.498091,0.515214
r2,0.05206085640669093,0.498047,0.498084,0.514284
r2,0.052469019671997054,0.49804,0.498077,0.513354
r2,0.052877182937303174,0.498033,0.498069,0.512423
r2,0.053285346202609295,0.498025,0.498061,0.511492
r2,0.05369350946791542,0.498017,0.498053,0.510594
r2,0.05410167273322154,0.498009,0.498045,0.509635
r2,0.05450983599852766,0.498001,0.498037,0.508709
r2,0.05491799926383378,0.497993,0.498029,0.507782
r2,0.05532616252913991,0.497984,0.49802,0.506856
r2,0.05573432579444603,0.497976,0.498011,0.505931
r2,0.05614248905975215,0.497967,0.498003,0.505006
r2,0.05655065232505828,0.497958,0.497994,0.504082
r2,0.0569588155903644,0.497949,0.497985,0.503158
r2,0.05736697885567052,0.49794,0.497976,0.502235
r2,0.05777514212097665,0.49793,0.497966,0.501314
r2,0.05818330538628277,0.49792,0.497957,0.500392
r2,0.05859146865158889,0.497911,0.497947,0.499472
r2,0.05899963191689501,0.497901,0.497937,0.498552
r2,0.059407795182201135,0.497633,0.49789,0.497927
r2,0.059815958447507256,0.496715,0.49788,0.497917
r2,0.060224121712813376,0.4958,0.49787,0.497907
r2,0.0606322849781195,0.494894,0.497858,0.497896
r2,0.061040448243425624,0.493991,0.497847,0.497884
r2,0.061448611508731744,0.493093,0.497835,0.497872
r2,0.061856774774037865,0.492198,0.497823,0.49786
r2,0.06226493803934399,0.491307,0.49781,0.497847
r2,0.06267310130465012,0.490417,0.497798,0.497834
r2,0.06308126456995623,0.489531,0.497785,0.497821
r2,0.06348942783526236,0.488649,0.497771,0.497808
r2,0.06389759110056847,0.487768,0.497758,0.497794
r2,0.0643057543658746,0.486889,0.497744,0.49778
r2,0.06471391763118073,0.486013,0.49773,0.497765
r2,0.06512208089648684,0.485141,0.497715,0.497751
r2,0.06553024416179297,0.48427,0.497701,0.497736
r2,0.0659384074270991,0.483403,0.497686,0.49772
r2,0.06634657069240521,0.482538,0.49767,0.497705
r2,0.06675473395771134,0.481676,0.497655,0.497689
r2,0.06716289722301746,0.480818,0.497639,0.497673
r2,0.06757106048832358,0.479964,0.497623,0.497657
r2,0.0679792237536297,0.479114,0.497607,0.49764
r2,0.06838738701893582,0.478267,0.49759,0.497624
r2,0.06879555028424195,0.477424,0.497573,0.497607
r2,0.06920371354954807,0.476583,0.497556,0.497589
r2,0.0696118768148542,0.475747,0.497538,0.497572
r2,0.07002004008016031,0.474912,0.49752,0.497554
