param_name,param_value,band_5,band_6,band_7
r2,0.22276553106212427,0.440195,0.454565,0.454598
r2,0.2231736943274304,0.440038,0.453746,0.453777
r2,0.22358185759273652,0.439878,0.452929,0.452958
r2,0.22399002085804265,0.439717,0.452115,0.452142
r2,0.22439818412334875,0.439554,0.451303,0.451328
r2,0.22480634738865488,0.43939,0.450493,0.450516
r2,0.225214510653961,0.439224,0.449685,0.449706
r2,0.22562267391926713,0.439056,0.44888,0.448898
r2,0.22603083718457326,0.438887,0.448076,0.448093
r2,0.22643900044987939,0.438715,0.447275,0.447289
r2,0.22684716371518548,0.438542,0.446475,0.446488
r2,0.2272553269804916,0.438368,0.445678,0.44569
r2,0.22766349024579774,0.438192,0.444882,0.444894
r2,0.22807165351110387,0.438014,0.444089,0.444101
r2,0.22847981677641,0.437834,0.443298,0.443309
r2,0.22888798004171612,0.437653,0.442508,0.44252
r2,0.22929614330702222,0.43747,0.441721,0.441733
r2,0.22970430657232835,0.437285,0.440935,0.440948
r2,0.23011246983763448,0.437099,0.440151,0.440165
r2,0.2305206331029406,0.43691,0.439369,0.439385
r2,0.23092879636824673,0.43672,0.438589,0.438606
r2,0.23133695963355286,0.436527,0.437809,0.43783
r2,0.23174512289885896,0.436333,0.437033,0.437056
r2,0.23215328616416508,0.436137,0.436258,0.436283
r2,0.2325614494294712,0.435484,0.435513,0.435939
r2,0.23296961269477734,0.434712,0.434745,0.43574
r2,0.23337777596008347,0.433943,0.43398,0.435537
r2,0.2337859392253896,0.433178,0.433216,0.435332
r2,0.2341941024906957,0.432417,0.432455,0.435125
r2,0.23460226575600182,0.431659,0.431697,0.434915
r2,0.23501042902130795,0.430903,0.43094,0.434703
r2,0.23541859228661408,0.430149,0.430186,0.434489
r2,0.2358267555519202,0.429398,0.429433,0.434272
r2,0.23623491881722633,0.428648,0.428683,0.434053
r2,0.23664308208253243,0.427901,0.427934,0.433831
r2,0.23705124534783856,0.427156,0.427188,0.433608
r2,0.23745940861314468,0.426413,0.426443,0.433381
r2,0.2378675718784508,0.425672,0.4257,0.433153
r2,0.23827573514375694,0.424931,0.424959,0.432923
r2,0.23868389840906307,0.424194,0.424219,0.43269
r2,0.2390920616743692,0.423458,0.423482,0.432454
r2,0.2395002249396753,0.422723,0.422746,0.432217
r2,0.23990838820498142,0.421991,0.422012,0.431978
r2,0.24031655147028755,0.42126,0.42128,0.431735
r2,0.24072471473559368,0.420531,0.42055,0.43149
r2,0.2411328780008998,0.419804,0.419823,0.431244
r2,0.2415410412662059,0.419078,0.419097,0.430994
r2,0.24194920453151203,0.418354,0.418373,0.430743
r2,0.24235736779681816,0.417632,0.417651,0.430489
r2,0.24276553106212428,0.416942,0.416944,0.43024
