param_name,param_value,band_2,band_3,band_4
r2,0.05923847695390782,0.476518,0.476553,0.49762
r2,0.05964664021921394,0.476509,0.476544,0.496721
r2,0.06005480348452007,0.476499,0.476535,0.49583
r2,0.06046296674982619,0.476489,0.476524,0.494934
r2,0.06087113001513231,0.476478,0.476514,0.494048
r2,0.06127929328043843,0.476467,0.476502,0.493165
r2,0.061687456545744555,0.476456,0.476491,0.492286
r2,0.062095619811050676,0.476444,0.476479,0.491408
r2,0.0625037830763568,0.476432,0.476467,0.490534
r2,0.06291194634166292,0.47642,0.476455,0.489662
r2,0.06332010960696904,0.476408,0.476442,0.488792
r2,0.06372827287227517,0.476395,0.47643,0.487924
r2,0.06413643613758128,0.476382,0.476416,0.487057
r2,0.06454459940288741,0.476369,0.476403,0.486193
r2,0.06495276266819353,0.476356,0.476389,0.485331
r2,0.06536092593349965,0.476342,0.476375,0.484471
r2,0.06576908919880578,0.476328,0.476361,0.483612
r2,0.0661772524641119,0.476314,0.476347,0.482756
r2,0.06658541572941802,0.4763,0.476332,0.481902
r2,0.06699357899472415,0.476285,0.476317,0.481052
r2,0.06740174226003026,0.47627,0.476302,0.480205
r2,0.06780990552533639,0.476255,0.476287,0.479363
r2,0.06821806879064252,0.476239,0.476271,0.478521
r2,0.06862623205594863,0.476223,0.476255,0.477684
r2,0.06903439532125476,0.476207,0.476239,0.476849
r2,0.06944255858656088,0.476016,0.476191,0.476223
r2,0.069850721851867,0.475186,0.476174,0.476207
r2,0.07025888511717313,0.474359,0.476158,0.47619
r2,0.07066704838247925,0.473534,0.47614,0.476173
r2,0.07107521164778537,0.472712,0.476123,0.476156
r2,0.0714833749130915,0.471892,0.476106,0.476139
r2,0.07189153817839761,0.471074,0.476088,0.476121
r2,0.07229970144370373,0.47026,0.47607,0.476103
r2,0.07270786470900986,0.469448,0.476051,0.476085
r2,0.07311602797431598,0.468637,0.476032,0.476067
r2,0.0735241912396221,0.467832,0.476013,0.476048
r2,0.07393235450492823,0.467036,0.475994,0.476028
r2,0.07434051777023434,0.466245,0.475973,0.476008
r2,0.07474868103554047,0.465459,0.475952,0.475987
r2,0.0751568443008466,0.464678,0.475931,0.475965
r2,0.07556500756615271,0.463901,0.475909,0.475943
r2,0.07597317083145884,0.463127,0.475887,0.475921
r2,0.07638133409676495,0.462357,0.475865,0.475898
r2,0.07678949736207108,0.461592,0.475842,0.475875
r2,0.07719766062737721,0.460829,0.475818,0.475851
r2,0.07760582389268333,0.460071,0.475795,0.475827
r2,0.07801398715798945,0.459315,0.475771,0.475803
r2,0.07842215042329558,0.458564,0.475746,0.475778
r2,0.07883031368860169,0.457816,0.475721,0.475753
r2,0.07923847695390782,0.45707,0.475696,0.475727
