k index, k1, k2, k3, kmag/2pi, zodd band 1, zodd band 2, zodd band 3, zodd band 4, zodd band 5, zodd band 6, zodd band 7, zodd band 8
1, 0, 0, 0, 0, 0, 0.295241, 0.295311, 0.401916, 0.411342, 0.411658, 0.431434, 0.431494
2, 0.00833333, 0.00416667, 0, 0.00833333, 0.00787693, 0.2953, 0.295379, 0.401859, 0.411378, 0.411665, 0.431481, 0.431538
3, 0.0166667, 0.00833333, 0, 0.0166667, 0.0157526, 0.295468, 0.295592, 0.401691, 0.411448, 0.411724, 0.431616, 0.431674
4, 0.025, 0.0125, 0, 0.025, 0.0236258, 0.295735, 0.295957, 0.401423, 0.411459, 0.411916, 0.431827, 0.431914
5, 0.0333333, 0.0166667, 0, 0.0333333, 0.0314952, 0.296104, 0.296471, 0.401068, 0.411416, 0.412225, 0.432113, 0.43226
6, 0.0416667, 0.0208333, 0, 0.0416667, 0.0393597, 0.296575, 0.297129, 0.400641, 0.411343, 0.412611, 0.432477, 0.432708
7, 0.05, 0.025, 0, 0.05, 0.0472177, 0.297148, 0.297929, 0.400156, 0.411249, 0.413053, 0.432921, 0.433256
