param_name,param_value,band_2,band_3,band_4
r1,0.23,0.358821,0.389204,0.508877
r1,0.23500000000000001,0.360391,0.391992,0.513849
r1,0.24,0.36203,0.394964,0.518834
r1,0.245,0.363741,0.398059,0.523062
r1,0.25,0.365529,0.401335,0.525663
